URLs Downloaded, SizeKB, # of outlinks found, Content-type
https://www.nytimes.com/2018/08/27/opinion/jeremy-corbyn-anti-semitism-labour-britain.html?module=inline,506,119,text/html
https://www.nytimes.com/2018/07/08/obituaries/frank-ramsey.html,562,123,text/html
https://www.nytimes.com/2017/05/04/theater/review-the-ferryman-in-jez-butterworths-ireland.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,765,133,text/html
https://www.nytimes.com/video/t-magazine/100000005037456/house-tour-greenwich-village-jerry-schwartz.html?playlistId=100000003645519,234,78,text/html
https://www.nytimes.com/2018/08/24/sports/frank-gore-dolphins.html,693,128,text/html
https://www.nytimes.com/by/sarah-mervosh,111,124,text/html
https://www.nytimes.com/spotlight/learning-writing-prompts,342,114,text/html
https://www.nytimes.com/2017/10/10/us/santa-rosa-california-fire.html?module=inline,495,123,text/html
https://www.nytimes.com/2018/04/26/arts/television/bill-cosby-guilty-retrial.html?module=inline,1119,137,text/html
https://www.nytimes.com/2018/05/21/opinion/china-overseas-intelligence-yang.html?module=inline,782,145,text/html
https://www.nytimes.com/2018/09/05/health/obamacare-mandate-texas-case.html?module=inline,975,135,text/html
https://www.nytimes.com/2018/06/27/us/politics/fact-check-supreme-court-senate-confirm.html?module=inline,714,138,text/html
https://www.nytimes.com/2018/08/06/world/middleeast/syrian-rocket-scientist-mossad-assassination.html,738,136,text/html
https://www.nytimes.com/svc/oembed/json/?url=https%3A%2F%2Fwww.nytimes.com%2F2018%2F09%2F27%2Fscience%2Fkiller-whales-pcbs.html,1,5,application/json
https://www.nytimes.com/2018/09/29/world/americas/chile-pope-francis-fernando-karadima.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,560,129,text/html
https://www.nytimes.com/interactive/2017/12/08/us/puerto-rico-hurricane-maria-death-toll.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,120,39,text/html
https://www.nytimes.com/svc/oembed/json/?url=https%3A%2F%2Fwww.nytimes.com%2F2018%2F10%2F02%2Flearning%2Fare-there-activities-you-used-to-love-that-are-now-so-competitive-theyre-not-fun-anymore.html,1,4,application/json
https://www.nytimes.com/2018/08/10/books/review/elizabeth-partridge-boots-on-the-ground.html,785,130,text/html
https://www.nytimes.com/2018/09/05/learning/lesson-plans/gen-z-igen-memennials-a-lesson-plan-on-how-this-generation-has-been-characterized-and-why-that-matters.html,1138,212,text/html
https://www.nytimes.com/2018/09/26/world/asia/trump-china-election.html?action=click&module=inline&pgtype=Homepage,778,127,text/html
https://www.nytimes.com/svc/oembed/json/?url=https%3A%2F%2Fwww.nytimes.com%2F2018%2F10%2F07%2Fworld%2Faustralia%2Fdrought-farmers-nsw.html,1,4,application/json
https://www.nytimes.com/2018/09/26/arts/television/bill-cosby-prison.html?module=inline,522,126,text/html
https://www.nytimes.com/svc/oembed/json/?url=https%3A%2F%2Fwww.nytimes.com%2F2018%2F10%2F05%2Fworld%2Famericas%2Fchile-sex-abuse.html,1,4,application/json
https://www.nytimes.com/2018/08/14/us/puerto-rico-electricity-power.html?module=inline,474,123,text/html
https://www.nytimes.com/2018/09/29/opinion/sunday/in-praise-of-mediocrity.html?module=inline,741,131,text/html
https://www.nytimes.com/svc/oembed/json/?url=https%3A%2F%2Fwww.nytimes.com%2F2018%2F10%2F07%2Fsports%2Fbaseball%2Falds-red-sox-yankees-david-price.html,1,4,application/json
https://www.nytimes.com/2018/10/03/t-magazine/fashion-week-trends.html?module=inline,768,158,text/html
https://www.nytimes.com/2018/10/01/books/review/dinosaur-artist-paige-williams.html,711,122,text/html
https://www.nytimes.com/2018/10/03/world/australia/cervical-cancer-hpv-vaccine.html,786,131,text/html
https://www.nytimes.com/2016/11/10/arts/television/court-rules-that-aig-must-pay-cosbys-legal-fees-in-3-lawsuits.html?module=inline,555,122,text/html
https://www.nytimes.com/svc/oembed/json/?url=https%3A%2F%2Fwww.nytimes.com%2F2018%2F10%2F04%2Fclimate%2Fclimate-change-plastics.html,1,4,application/json
https://www.nytimes.com/2018/04/19/theater/hadestown-will-play-in-london-before-broadway.html?module=inline,873,128,text/html
https://www.nytimes.com/svc/oembed/json/?url=https%3A%2F%2Fwww.nytimes.com%2F2018%2F10%2F04%2Fobituaries%2Fdave-anderson-award-winning-times-sportswriter-dies-at-89.html,1,4,application/json
https://www.nytimes.com/column/learning-picture-prompt,334,109,text/html
https://www.nytimes.com/2018/09/29/world/americas/chile-pope-francis-fernando-karadima.html?action=click&contentCollection=americas&contentPlacement=5&module=inline&pgtype=sectionfront&region=stream&rref=collection%2Fsectioncollection%2Famericas&version=latest,562,129,text/html
https://www.nytimes.com/2018/09/26/arts/television/bill-cosby-prison.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,534,126,text/html
https://www.nytimes.com/2018/09/17/us/politics/brock-long-investigation-fema.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,599,135,text/html
https://www.nytimes.com/svc/oembed/json/?url=https%3A%2F%2Fwww.nytimes.com%2F2018%2F10%2F05%2Fopinion%2Fchina-cyberattack-hacking-us-midterm-election.html,1,4,application/json
https://www.nytimes.com/2018/10/01/opinion/wendell-berry-agriculture-farm-bill.html,744,126,text/html
https://www.nytimes.com/by/kendra-pierre-louis,113,125,text/html
https://www.nytimes.com/1980/11/22/archives/sports-of-the-times-the-food-on-a-table-at-the-execution.html?module=inline,60,93,text/html
https://www.nytimes.com/svc/oembed/json/?url=https%3A%2F%2Fwww.nytimes.com%2F2018%2F10%2F05%2Flearning%2Ffashion-trends.html,0,4,application/json
https://www.nytimes.com/2018/07/09/science/orcas-whales-endangered.html?action=click&module=RelatedLinks&pgtype=Article,510,129,text/html
https://www.nytimes.com/2018/07/12/us/fema-puerto-rico-maria.html,598,130,text/html
https://www.nytimes.com/2018/10/04/books/review/andre-dubus-iii-by-the-book.html,807,139,text/html
https://www.nytimes.com/2018/09/26/arts/television/bill-cosby-prison.html,534,125,text/html
https://www.nytimes.com/video/t-magazine/design/100000004992978/house-tour-a-philip-johnson-guesthouse.html?playlistId=100000003645519,234,78,text/html
https://www.nytimes.com/2018/09/07/us/politics/obama-2018-campaign-trump.html?module=inline,549,130,text/html
https://www.nytimes.com/2018/05/29/us/puerto-rico-deaths-hurricane.html?module=inline,609,140,text/html
https://www.nytimes.com/2017/08/07/theater/for-shakespeare-companys-tina-packer-a-last-romance.html?module=inline,678,127,text/html
https://www.nytimes.com/2018/07/12/world/middleeast/syria-israel-putin-netanyahu.html,591,126,text/html
https://www.nytimes.com/2018/10/06/style/oregon-country-fair-veneta-pictures.html?module=inline,626,123,text/html
https://www.nytimes.com/2018/09/13/us/politics/brock-long-fema.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,543,121,text/html
https://www.nytimes.com/2018/07/31/world/americas/chile-pope-francis-catholic-church-sexual-abuse.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,585,125,text/html
https://www.nytimes.com/2007/04/22/books/review/Easterbrook.t.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,81,95,text/html
https://www.nytimes.com/2018/07/21/world/americas/guatemala-mexico-border-migration-suchiate-river.html,873,134,text/html
https://www.nytimes.com/by/richard-goldstein,109,123,text/html
https://www.nytimes.com/2018/09/16/opinion/environment/climate-trump-hurricanes-methane.html,556,135,text/html
https://www.nytimes.com/svc/oembed/json/?url=https%3A%2F%2Fwww.nytimes.com%2F2018%2F07%2F12%2Fus%2Ffema-puerto-rico-maria.html,1,4,application/json
https://www.nytimes.com/2016/03/12/theater/war-horse-closes-in-britain-but-its-influence-gallops-on.html?module=inline,531,126,text/html
https://www.nytimes.com/2018/07/19/business/plastic-straws-ban-fact-check-nyt.html?module=inline,745,137,text/html
https://www.nytimes.com/2018/10/08/science/margaret-kivelson-europa.html,802,129,text/html
https://www.nytimes.com/2018/03/19/books/review/womens-history-achievements-childrens.html,914,134,text/html
https://www.nytimes.com/2018/09/25/arts/television/bill-cosby-sentencing.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,1048,141,text/html
https://www.nytimes.com/2018/06/14/obituaries/dj-fontana-87-elvis-presley-drummer-is-dead.html,554,132,text/html
https://www.nytimes.com/2011/04/22/theater/reviews/jerusalem-with-mark-rylance-review.html?module=inline&smid=pl-share,96,108,text/html
https://www.nytimes.com/2017/06/06/world/australia/china-political-influence-campaign-finance.html?module=inline,618,132,text/html
https://www.nytimes.com/2018/06/18/world/middleeast/israel-iran-spying-segev.html,548,125,text/html
https://www.nytimes.com/2018/09/17/us/politics/brock-long-investigation-fema.html?module=inline,595,137,text/html
https://www.nytimes.com/2018/05/18/world/europe/chile-bishops-resign-sex-abuse-francis.html?module=inline,647,130,text/html
https://www.nytimes.com/2018/10/03/opinion/nasa-climate-change-earth-space.html,563,126,text/html
https://www.nytimes.com/2018/06/19/world/americas/mexico-family-separation-immigration.html?module=inline,724,140,text/html
https://www.nytimes.com/2018/10/06/opinion/sunday/facebook-privacy-breach-zuckerberg.html?module=inline,615,133,text/html
https://www.nytimes.com/2002/12/07/us/2-rejected-sports-columns-to-be-printed-by-the-times.html?module=inline,77,94,text/html
https://www.nytimes.com/2018/01/19/world/americas/pope-sex-abuse-chile.html?module=inline,572,128,text/html
https://www.nytimes.com/2018/07/03/us/fema-puerto-rico-housing.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,527,128,text/html
https://www.nytimes.com/2018/07/15/us/politics/iran-israel-mossad-nuclear.html,722,129,text/html
https://www.nytimes.com/2018/08/28/us/puerto-rico-hurricane-maria-deaths.html,498,125,text/html
https://www.nytimes.com/svc/oembed/json/?url=https%3A%2F%2Fwww.nytimes.com%2F2018%2F10%2F08%2Fopinion%2Fkavanaugh-supreme-court-conservative.html,1,4,application/json
https://www.nytimes.com/svc/oembed/json/?url=https%3A%2F%2Fwww.nytimes.com%2F2018%2F10%2F05%2Flearning%2F05WODLN.html,0,4,application/json
https://www.nytimes.com/2008/12/07/theater/07Piep.html?module=inline,81,101,text/html
https://www.nytimes.com/2018/05/31/obituaries/ted-dabney-dead-atari-pong.html,658,121,text/html
https://www.nytimes.com/2018/03/22/theater/macbeth-national-theater-royal-shakespeare-company.html?module=inline,731,133,text/html
https://www.nytimes.com/spotlight/learning-quizzes-crosswords,225,107,text/html
https://www.nytimes.com/2018/10/08/science/dog-smart-study.html,557,128,text/html
https://www.nytimes.com/2018/08/03/books/review/k-sello-duiker-hidden-star-jaleigh-johnson.html,790,131,text/html
https://www.nytimes.com/2007/07/26/opinion/26smith.html?module=inline,73,93,text/html
https://www.nytimes.com/2017/04/19/climate/arctic-plastics-pollution.html?module=inline,568,130,text/html
https://www.nytimes.com/video/t-magazine/100000004571864/anna-wintour-garden-miranda-brooks.html?playlistId=100000003645519,234,78,text/html
https://www.nytimes.com/by/lovia-gyarkye,87,107,text/html
https://www.nytimes.com/2018/09/12/learning/lesson-plans/freedom-of-speech-a-lesson-on-understanding-the-protections-and-limits-of-the-first-amendment.html,818,145,text/html
https://www.nytimes.com/2018/07/16/world/americas/immigrant-family-separation-deportation.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,751,136,text/html
https://www.nytimes.com/2018/10/03/us/california-today-salesforce-transit-center.html,785,143,text/html
https://www.nytimes.com/2018/06/19/world/americas/mexico-family-separation-immigration.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,702,140,text/html
https://www.nytimes.com/2018/09/13/opinion/trump-hurricane-maria-puerto-rico-disaster.html,597,125,text/html
https://www.nytimes.com/interactive/2017/admin/100000006018196.embedded.html,28,6,text/html
https://www.nytimes.com/2018/10/05/us/california-today-learning-to-swim-in-los-angeles.html,767,141,text/html
https://www.nytimes.com/2018/08/23/us/hurricane-lane-hawaii-live-updates.html,115,113,text/html
https://www.nytimes.com/2018/10/04/learning/should-ex-felons-have-the-right-to-vote.html?module=inline,667,124,text/html
https://www.nytimes.com/interactive/2017/admin/100000006095735.embedded.html,25,6,text/html
https://www.nytimes.com/video/t-magazine,156,72,text/html
https://www.nytimes.com/2018/08/16/theater/new-york-international-fringe-festival.html?module=inline,505,123,text/html
https://www.nytimes.com/column/trilobites,310,108,text/html
https://www.nytimes.com/interactive/2017/admin/100000006136720.embedded.html,18,6,text/html
https://www.nytimes.com/2018/02/23/books/review/middle-grade-realism-curtis-kadohata-hiranandani-stevens.html,817,133,text/html
https://www.nytimes.com/2018/08/30/arts/music/spiritualized-jason-pierce-and-nothing-hurt.html?module=inline,597,127,text/html
https://www.nytimes.com/by/alex-marshall,110,125,text/html
https://www.nytimes.com/2000/03/23/theater/theater-review-a-shattered-mind-jagged-and-confused.html?module=inline,75,94,text/html
https://www.nytimes.com/2018/01/31/science/killer-whale-hello-mimicry.html?module=inline,645,143,text/html
https://www.nytimes.com/2016/10/01/theater/new-york-international-fringe-festival-will-skip-2017.html?module=inline,484,121,text/html
https://www.nytimes.com/2018/06/02/us/puerto-rico-death-tolls.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,531,128,text/html
https://www.nytimes.com/by/manohla-dargis,114,124,text/html
https://www.nytimes.com/video/t-magazine/100000006104942/house-tour-camp-kent.html?playlistId=100000003645519,235,78,text/html
https://www.nytimes.com/svc/oembed/json/?url=https%3A%2F%2Fwww.nytimes.com%2F2018%2F10%2F05%2Fbooks%2Fmary-beard-how-do-we-look-rihanna-kylie-jenner.html,1,4,application/json
https://www.nytimes.com/interactive/2018/us/elections/house-race-ratings.html?module=inline,978,39,text/html
https://www.nytimes.com/2018/04/29/world/americas/mexico-caravan-trump.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,996,136,text/html
https://www.nytimes.com/svc/oembed/json/?url=https%3A%2F%2Fwww.nytimes.com%2F2018%2F10%2F08%2Fus%2Fcalifornia-today-rebuilding-santa-rosa-tubbs-fire.html,1,4,application/json
https://www.nytimes.com/2018/09/14/opinion/china-california-climate-change.html,634,118,text/html
https://www.nytimes.com/2018/09/12/climate/a-huge-storm-and-newsletter-changes.html,694,140,text/html
https://www.nytimes.com/2018/05/17/world/americas/mexico-migrants-caravan-asylum.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,543,126,text/html
https://www.nytimes.com/by/margalit-fox,117,124,text/html
https://www.nytimes.com/2018/09/11/us/politics/primary-election-polling.html?module=inline,886,138,text/html
https://www.nytimes.com/2018/10/05/movies/a-star-is-born-scene-bradley-cooper-lady-gaga.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,835,136,text/html
https://www.nytimes.com/video/t-magazine/100000004652986/house-tour-pam-shamshiri.html?playlistId=100000003645519,234,78,text/html
https://www.nytimes.com/2018/07/27/science/grieving-orca-dead-calf.html?action=click&module=RelatedLinks&pgtype=Article,486,125,text/html
https://www.nytimes.com/svc/oembed/json/?url=https%3A%2F%2Fwww.nytimes.com%2F2018%2F09%2F30%2Farts%2Fnative-art-met-museum-fringe-festival.html,1,4,application/json
https://www.nytimes.com/2018/09/12/theater/the-lehman-trilogy-play-new-york-premiere.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,509,125,text/html
https://www.nytimes.com/2018/05/14/us/puerto-rico-hurricane-season.html?module=inline,1001,131,text/html
https://www.nytimes.com/column/learning-word-of-the-day,136,99,text/html
https://www.nytimes.com/2017/05/04/theater/review-the-ferryman-in-jez-butterworths-ireland.html?module=inline,762,133,text/html
https://www.nytimes.com/2018/09/28/opinion/kavanaugh-christine-blasey-ford-supreme-court.html,785,135,text/html
https://www.nytimes.com/2017/09/22/theater/review-macbeth-muet-makbet-brooklyn.html?module=inline,540,125,text/html
https://www.nytimes.com/2018/07/09/science/orcas-whales-endangered.html?module=inline,500,129,text/html
https://www.nytimes.com/2018/06/30/us/puerto-rico-fema-housing-orlando.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,580,130,text/html
https://www.nytimes.com/video/t-magazine/100000006104640/house-tour-flamingo-estate-richard-christiansen-chandelier.html?playlistId=100000003645519,236,78,text/html
https://www.nytimes.com/interactive/2018/10/03/magazine/lady-gaga-movie-star-is-born.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,227,35,text/html
https://www.nytimes.com/svc/oembed/json/?url=https%3A%2F%2Fwww.nytimes.com%2F2018%2F10%2F04%2Flearning%2Flesson-plans%2Fseven-ways-to-teach-the-midterms-with-the-new-york-times.html,1,4,application/json
https://www.nytimes.com/svc/oembed/json/?url=https%3A%2F%2Fwww.nytimes.com%2F2018%2F10%2F06%2Fobituaries%2Fmontserrat-caballe-dead.html,1,4,application/json
https://www.nytimes.com/2018/02/02/books/review/black-history-month-childrens-picture.html,830,132,text/html
https://www.nytimes.com/2018/09/19/climate/humans-hurricanes-causes-effects.html,724,139,text/html
https://www.nytimes.com/2018/09/26/opinion/amazon-climate-change-deforestation.html,636,122,text/html
https://www.nytimes.com/svc/oembed/json/?url=https%3A%2F%2Fwww.nytimes.com%2F2018%2F09%2F09%2Fworld%2Famericas%2Fguatemala-migration.html,1,4,application/json
https://www.nytimes.com/2018/10/07/technology/silicon-valley-investors-juul-nicotine-start-ups.html?module=inline,477,127,text/html
https://www.nytimes.com/2018/10/02/opinion/chemicals-epa-children-health.html,638,123,text/html
https://www.nytimes.com/2018/09/24/theater/i-was-most-alive-with-you-review-craig-lucas.html?module=inline,653,133,text/html
https://www.nytimes.com/2018/09/13/us/politics/wazir-new-hampshire.html?module=inline,681,134,text/html
https://www.nytimes.com/svc/oembed/json/?url=https%3A%2F%2Fwww.nytimes.com%2F2018%2F10%2F03%2Fmovies%2Fa-star-is-born-review-lady-gaga-bradley-cooper.html,1,4,application/json
https://www.nytimes.com/2018/03/02/books/review/ya-women-of-color-clayton-adeyemi.html,934,136,text/html
https://www.nytimes.com/2018/01/29/style/the-power-naomi-alderman.html?module=inline,691,119,text/html
https://www.nytimes.com/2018/08/04/opinion/sunday/the-orca-her-dead-calf-and-us.html?action=click&module=RelatedLinks&pgtype=Article,537,125,text/html
https://www.nytimes.com/video/t-magazine/100000004530617/house-tour-miles-redd.html?playlistId=100000003645519,234,78,text/html
https://www.nytimes.com/2018/09/11/us/hurricane-florence-updates.html,153,133,text/html
https://www.nytimes.com/2018/09/27/movies/bradley-cooper-a-star-is-born.html,913,168,text/html
https://www.nytimes.com/2015/08/26/theater/review-taking-in-the-new-york-international-fringe-festival-from-ferry-to-theater.html?module=inline,336,116,text/html
https://www.nytimes.com/2018/04/25/theater/review-condola-rashad-george-bernard-shaw-saint-joan-broadway.html?module=inline,594,134,text/html
https://www.nytimes.com/by/ross-douthat,112,128,text/html
https://www.nytimes.com/2018/10/05/science/groundcherries-crispr-gene-editing.html,721,133,text/html
https://www.nytimes.com/2018/07/11/climate/climate-emails-group-lawsuit.html,742,140,text/html
https://www.nytimes.com/video/t-magazine/fashion/100000006056627/house-tour-aerin-lauder.html?playlistId=100000003645519,236,78,text/html
https://www.nytimes.com/interactive/2017/books/books-calendar.html,79,42,text/html
https://www.nytimes.com/2018/10/07/movies/a-star-is-born-camp.html?module=inline,635,132,text/html
https://www.nytimes.com/2018/10/04/arts/music/classical-music-in-nyc-this-week.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,694,139,text/html
https://www.nytimes.com/svc/oembed/json/?url=https%3A%2F%2Fwww.nytimes.com%2F2018%2F07%2F21%2Fworld%2Famericas%2Fguatemala-mexico-border-migration-suchiate-river.html,1,4,application/json
https://www.nytimes.com/2018/08/24/books/review/allison-varnes-property-of-the-rebel-librarian.html,798,133,text/html
https://www.nytimes.com/2018/08/13/opinion/trump-russia-collusion-mueller-midterms.html?module=inline,580,130,text/html
https://www.nytimes.com/2018/09/09/world/americas/guatemala-migration.html,746,132,text/html
https://www.nytimes.com/interactive/2018/06/07/us/politics/california-house-primary-candidates.html,80,36,text/html
https://www.nytimes.com/2018/10/07/arts/music/los-angeles-philharmonic-review-andrew-norman.html?module=inline,553,127,text/html
https://www.nytimes.com/interactive/2016/11/01/opinion/voting-suppression-videogame.html?module=inline,51,31,text/html
https://www.nytimes.com/interactive/2017/admin/100000004796322.embedded.html,19,14,text/html
https://www.nytimes.com/svc/oembed/json/?url=https%3A%2F%2Fwww.nytimes.com%2F2018%2F09%2F25%2Ffashion%2Fweddings%2F10-frequently-asked-wedding-etiquette-questions.html,1,4,application/json
https://www.nytimes.com/2018/09/27/movies/bradley-cooper-a-star-is-born.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,913,169,text/html
https://www.nytimes.com/2018/01/22/books/review/red-clocks-leni-zumas.html?module=inline,496,126,text/html
https://www.nytimes.com/2018/07/23/books/review/honeybee-kirsten-hall-isabelle-arsenault.html,909,132,text/html
https://www.nytimes.com/svc/oembed/json/?url=https%3A%2F%2Fwww.nytimes.com%2F2018%2F10%2F04%2Fopinion%2Fdonald-trump-fred-taxes-fraud.html,1,4,application/json
https://www.nytimes.com/2018/09/19/climate/climate-fwd-hurricane-florence.html,517,132,text/html
https://www.nytimes.com/2013/12/13/theater/reviews/conor-mcphersons-the-night-alive-with-ciaran-hinds.html?module=inline,93,109,text/html
https://www.nytimes.com/2018/09/04/world/middleeast/libya-facebook.html?module=inline,953,152,text/html
https://www.nytimes.com/2018/08/28/opinion/pope-francis-catholic-church-resign.html?module=inline,851,139,text/html
https://www.nytimes.com/2017/03/14/theater/steven-levenson-the-first-time-i-attended-a-political-protest.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,646,129,text/html
https://www.nytimes.com/2018/10/01/business/economy/irs-tax-fraud-audit.html?module=inline,749,133,text/html
https://www.nytimes.com/2018/07/14/business/feeling-that-old-urge-to-merge-but-in-a-vertical-way.html,630,137,text/html
https://www.nytimes.com/2017/04/24/arts/television/review-the-handmaids-tale-creates-a-chilling-mans-world.html?module=inline,685,138,text/html
https://www.nytimes.com/2018/06/07/us/politics/epa-toxic-chemicals.html,936,140,text/html
https://www.nytimes.com/2018/09/07/books/review/poor-little-rabbit-jorg-muhle.html,813,132,text/html
https://www.nytimes.com/svc/oembed/json/?url=https%3A%2F%2Fwww.nytimes.com%2F2018%2F10%2F05%2Farts%2Fdesign%2Finstagram-literature-new-york-public-library.html,1,4,application/json
https://www.nytimes.com/2018/06/03/us/democrats-asians-orange-county-california.html,698,150,text/html
https://www.nytimes.com/2018/09/01/world/americas/immigrant-families-separation-border.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,654,130,text/html
https://www.nytimes.com/by/inyoung-kang,115,125,text/html
https://www.nytimes.com/spotlight/learning-lessons-social-studies-skills,391,128,text/html
https://www.nytimes.com/1990/07/15/books/the-pattern-in-the-yellow-wallpaper.html?module=inline,73,95,text/html
https://www.nytimes.com/2018/01/22/theater/review-the-homecoming-queen-ngozi-anyanwu.html?module=inline,673,136,text/html
https://www.nytimes.com/2018/04/27/climate/epa-emissions-california.html,1045,131,text/html
https://www.nytimes.com/newsletters/books-review,87,93,text/html
https://www.nytimes.com/2018/08/21/us/politics/trump-fact-check-west-virginia-rally.html,711,150,text/html
https://www.nytimes.com/2018/08/17/books/review/maes-first-day-of-school-kate-berube.html,831,130,text/html
https://www.nytimes.com/2017/01/30/opinion/ten-meter-tower.html,77,105,text/html
https://www.nytimes.com/2018/09/29/opinion/sunday/kavanaugh-feminism-conservatism.html,998,134,text/html
https://www.nytimes.com/2017/10/04/books/bob-dylan-year-nobel-laureate.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,519,140,text/html
https://www.nytimes.com/2015/09/27/theater/lila-neugebauer-directs-kill-floor-but-the-cows-are-safe-in-her-hands.html?module=inline,477,112,text/html
https://www.nytimes.com/2018/10/05/opinion/the-argument-podcast-douthat-goldberg-leonhardt.html?action=click&module=inline&pgtype=Homepage,536,130,text/html
https://www.nytimes.com/svc/oembed/json/?url=https%3A%2F%2Fwww.nytimes.com%2F2018%2F10%2F01%2Ftheater%2Fgirl-from-the-north-country-review-bob-dylan.html,1,4,application/json
https://www.nytimes.com/2018/09/11/us/as-florences-power-nears-the-carolinas-residents-brace-for-the-worst.html,518,133,text/html
https://www.nytimes.com/2017/10/25/books/review/naomi-alderman-power.html?module=inline,510,127,text/html
https://www.nytimes.com/2017/04/15/climate/tennessee-coal-ash-disposal-lawsuits.html,691,128,text/html
https://www.nytimes.com/2018/09/25/books/review/maurice-sendak-arthur-yorinks-presto-and-zesto.html,782,129,text/html
https://www.nytimes.com/2018/10/04/arts/design/art-and-museums-in-nyc-this-week.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,883,176,text/html
https://www.nytimes.com/2018/10/01/nyregion/antonio-delgado-rapper.html?module=inline,568,129,text/html
https://www.nytimes.com/2016/11/09/technology/for-election-day-chatter-twitter-ruled-social-media.html?module=inline,814,137,text/html
https://www.nytimes.com/2018/07/16/arts/design/library-card-culture-pass-new-york-museums-free.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,661,123,text/html
https://www.nytimes.com/2018/08/04/opinion/sunday/abolish-ice-ocasio-cortez-democrats.html?module=inline,637,136,text/html
https://www.nytimes.com/reviews/theater?module=inline,94,148,text/html
https://www.nytimes.com/2015/06/27/us/supreme-court-same-sex-marriage.html?module=inline,274,149,text/html
https://www.nytimes.com/2016/11/10/learning/lesson-plans/over-50-reusable-activity-sheets-to-teach-any-days-times.html,1089,205,text/html
https://www.nytimes.com/2018/09/12/us/north-carolina-coast-hurricane.html,628,135,text/html
https://www.nytimes.com/2018/08/01/books/jeff-smith-bone-graphic-novel-picture-books.html,609,124,text/html
https://www.nytimes.com/interactive/2017/06/02/climate/trump-paris-green-climate-fund.html,76,29,text/html
https://www.nytimes.com/2017/03/14/theater/steven-levenson-the-first-time-i-attended-a-political-protest.html?module=inline,646,129,text/html
https://www.nytimes.com/svc/oembed/json/?url=https%3A%2F%2Fwww.nytimes.com%2F2018%2F10%2F06%2Fopinion%2Fpope-francis-catholic-church-sex-abuse.html,1,4,application/json
https://www.nytimes.com/video/us/100000005479098/handmaids-protest-nationwide.html?module=inline,422,77,text/html
https://www.nytimes.com/2018/08/15/theater/oklahoma-same-sex-oregon-shakespeare-festival.html?module=inline,635,141,text/html
https://www.nytimes.com/2018/10/02/books/review/jarrett-j-krosoczka-hey-kiddo.html,780,130,text/html
https://www.nytimes.com/2018/09/05/climate/what-are-schools-doing-to-go-green.html,755,159,text/html
https://www.nytimes.com/2017/01/19/learning/lesson-plans/evaluating-sources-in-a-post-truth-world-ideas-for-teaching-and-learning-about-fake-news.html?module=inline,1279,202,text/html
https://www.nytimes.com/2018/08/10/fashion/weddings/a-romance-born-on-the-beach.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,871,133,text/html
https://www.nytimes.com/2018/09/14/theater/antigone-in-ferguson-michael-brown.html?module=inline,610,130,text/html
https://www.nytimes.com/2018/09/27/learning/teaching-english-as-a-foreign-language-with-the-new-york-times-as-the-textbook.html,703,136,text/html
https://www.nytimes.com/2015/12/27/travel/franz-kafka-prague.html?module=inline,934,138,text/html
https://www.nytimes.com/2012/10/21/theater/samuel-d-hunter-climbs-the-ladder-with-the-whale.html?module=inline,91,108,text/html
https://www.nytimes.com/2018/09/12/learning/how-are-you-teaching-the-midterms.html?module=inline,759,139,text/html
https://www.nytimes.com/2018/02/09/books/review/sex-young-adult-fiction.html,674,131,text/html
https://www.nytimes.com/2017/07/01/us/politics/trump-epa-chief-pruitt-regulations-climate-change.html,1012,140,text/html
https://www.nytimes.com/svc/oembed/json/?url=https%3A%2F%2Fwww.nytimes.com%2F2018%2F09%2F14%2Ffashion%2Fweddings%2Fa-playwright-and-a-songwriter-finding-the-right-words.html,1,4,application/json
https://www.nytimes.com/2018/08/29/climate/environmental-rollbacks-how-to-weigh-in.html,681,144,text/html
https://www.nytimes.com/2018/09/19/learning/come-together-a-thematic-collection-of-times-articles-essays-maps-and-more-about-creating-community.html,1120,193,text/html
